Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (act)	CF (curEqAbstr)	CF (knowledge-trace)	CF (orig_stu_id)	CF (orig_time)	CF (orig_trans_id)	CF (pKnowValues)	CF (postEqStu)	CF (postEqSys)	CF (preEqProps)	CF (preEqStu)	CF (preEqSys)	CF (prevRowEqAbstr)	CF (step_id)	CF (tool_event_time)	CF (transf)	CF (transfProps)	CF (tutor_event_time)
11	All Data	20d77cf454df518747a374b771d4be85	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:26	US/Eastern	11	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveLeft1 UpdateTextField	10	0	InCorrect	solveLeft1	UpdateTextField	4					Add/subtract_constant_from_both_sides	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:55:31.152 CEST	adb864bf939235a8de215da7f39e9724	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 12:47:26.469 UTC	nil	nil	2016-06-09 12:47:28.936 UTC
12	All Data	e3bca3ca08f8a6101665a86ce10dcfea	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:28	US/Eastern	2	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveLeft1 UpdateTextField	11	0	Correct	solveLeft1	UpdateTextField	9-4					Add/subtract_constant_from_both_sides	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	write-intermediate-left	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:56:02.204 CEST	eb3fe15a159df92daa8124fea86f4865	nil	9-4 = _____	9 - 4 = 4 - 4 + x	0|1|1|1|0|0|0|0|0|0|0|0	_____ = _____	9 = 4 + x	nil	[solveLeft1][UpdateTextField]	2016-06-09 12:47:28.937 UTC	add -4 both	c|+|l|1	2016-06-09 12:47:30.073 UTC
13	All Data	611232b6638a1a37a2da4ef0c6f7f682	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:30	US/Eastern	2	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveRight1 UpdateTextField	2	0	InCorrect	solveRight1	UpdateTextField	4-4					MAIN::focus-right		MAIN::record-pre-state		MAIN::write-intermediate-right						Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:56:11.545 CEST	eee4ebecf1abe3e09b2077043a71d1e6	nil	nil	nil	nil	nil	nil	nil	[solveRight1][UpdateTextField]	2016-06-09 12:47:30.075 UTC	nil	nil	2016-06-09 12:47:37.089 UTC
14	All Data	3e1dec17fc4300de329b4de41b486f91	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:37	US/Eastern	7	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveRight1 UpdateTextField	3	0	InCorrect	done	ButtonPressed	-1					MAIN::focus-right		MAIN::record-pre-state		MAIN::write-intermediate-right						Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:56:11.660 CEST	b19c6a21f8927d47aed15fec578fac7e	nil	nil	nil	nil	nil	nil	nil	[solveRight1][UpdateTextField]	2016-06-09 12:47:37.572 UTC	nil	nil	2016-06-09 12:47:45.700 UTC
15	All Data	990fc5268a26204cd87d9a76b2f26c52	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:45	US/Eastern	8	HINT_REQUEST		HINT_MSG	Hint	Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveRight1 UpdateTextField	4	0	Hint	hint	ButtonPressed	-1	Write 4 - 4 + x on the right.		1	1	MAIN::focus-right		MAIN::record-pre-state		MAIN::write-intermediate-right						Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:56:31.469 CEST	51aa1b09751c39499f3fcd6baf6d0c0d	nil	nil	nil	nil	nil	nil	nil	[solveRight1][UpdateTextField]	2016-06-09 12:47:45.724 UTC	nil	nil	2016-06-09 12:47:49.350 UTC
16	All Data	ff777271a9fa87be80bea8b4e175c969	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:49	US/Eastern	4	ATTEMPT				Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58					solveRight1	UpdateTextField	4-4+X																			Hopewell_2016_Dashboard_Study	Mr.Gill_period3				Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:56:47.341 CEST	a52f02493112270ffab0ec20693d52dc									2016-06-09 12:47:49.427 UTC			
17	All Data	1488a4d04f25c18a72dd803fa2c71627	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:50	US/Eastern	0.5	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveLeft2 UpdateTextField	1	0	InCorrect	done	ButtonPressed	-1					Combine_constant_terms	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Combine_constant_terms,LDashb,0.27	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:56:47.468 CEST	4707d202b9b0c4433a88c8954095f533	nil	nil	nil	nil	nil	nil	nil	[solveLeft2][UpdateTextField]	2016-06-09 12:47:50.747 UTC	nil	nil	2016-06-09 12:47:57.009 UTC
18	All Data	8320ab14d65eb90e2b3a97c348f5faa7	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:50	US/Eastern	0.5	ATTEMPT	tutor-performed	RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveRight1 UpdateTextField	5	0	Correct	solve2Group	SetVisible	TRUE					MAIN::focus-right		MAIN::record-pre-state		MAIN::write-intermediate-right						Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	write-intermediate-right	nil		Stu_8c5c693429a65e067f8a60df7f0a2da0		Tae083ed2-d035-41f1-8573-47ec0b2678df	nil	9-4 = 4-4+X	9 - 4 = 4 - 4 + x	0|1|1|1|0|0|0|0|0|0|1|1	9-4 = _____	9 - 4 = 4 - 4 + x	nil	[solveRight1][UpdateTextField]	2016-06-09 12:47:50.732 UTC	add -4 both	c|+|l|1	2016-06-09 12:47:50.745 UTC
19	All Data	cc6e8adfa7392635fcc8099b5aba6f99	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:58	US/Eastern	8	HINT_REQUEST		HINT_MSG	Hint	Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveLeft2 UpdateTextField	2	0	Hint	hint	ButtonPressed	-1	You have two constants on the left, 9 and -4. If you add them, you will have only one constant, which is better. This is called "combining like terms."		1	3	Combine_constant_terms	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Combine_constant_terms,LDashb,0.27	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:56:53.483 CEST	f1dd4aa517f421ec149f8fba8387b386	nil	nil	nil	nil	nil	nil	nil	[solveLeft2][UpdateTextField]	2016-06-09 12:47:58.667 UTC	nil	nil	2016-06-09 12:47:59.126 UTC
20	All Data	2f5af079f3678bb4b5a54fa11bf51cf6	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:47:59	US/Eastern	1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveLeft2 UpdateTextField	3	0	InCorrect	done	ButtonPressed	-1					Combine_constant_terms	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Combine_constant_terms,LDashb,0.27	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:57:09.515 CEST	8447451b2278d90765a26060add20a53	nil	nil	nil	nil	nil	nil	nil	[solveLeft2][UpdateTextField]	2016-06-09 12:47:59.355 UTC	nil	nil	2016-06-09 12:48:03.254 UTC
21	All Data	6feea47a421f721cc6014dce3994b23a	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:03	US/Eastern	4	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveLeft2 UpdateTextField	4	0	InCorrect	solveRight1	UpdateTextField	4 - 4 + x					Combine_constant_terms	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Combine_constant_terms,LDashb,0.27	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:57:29.330 CEST	586497205fe0650269580e624528caf7	nil	nil	nil	nil	nil	nil	nil	[solveLeft2][UpdateTextField]	2016-06-09 12:48:03.292 UTC	nil	nil	2016-06-09 12:48:04.349 UTC
22	All Data	e706be7fc98f75277971ab2c5fbdeb2a	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:04	US/Eastern	1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveLeft2 UpdateTextField	5	0	InCorrect	done	ButtonPressed	-1					Combine_constant_terms	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Combine_constant_terms,LDashb,0.27	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:57:29.409 CEST	09997a6c0e449451eab09d5e0a0acb44	nil	nil	nil	nil	nil	nil	nil	[solveLeft2][UpdateTextField]	2016-06-09 12:48:04.350 UTC	nil	nil	2016-06-09 12:48:12.629 UTC
23	All Data	bdd8ded98b7965c22f241bbac07e50ce	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:12	US/Eastern	8	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveLeft2 UpdateTextField	6	1	Correct	solveLeft2	UpdateTextField	5					Combine_constant_terms	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	write-left	nil	Combine_constant_terms,LDashb,0.27	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:57:40.561 CEST	ca5e7d5ac9c04dd82dd3ef69c883c3f3	nil	5 = _____	5 = 4 - 4 + x	0|1|1|1|0|0|0|0|0|0|1|1	_____ = _____	9 - 4 = 4 - 4 + x	nil	[solveLeft2][UpdateTextField]	2016-06-09 12:48:12.635 UTC	add -4 both	c|+|l|1	2016-06-09 12:48:13.284 UTC
24	All Data	248e90256acbe9975d582de435c58faf	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:13	US/Eastern	1	ATTEMPT				Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58					solveRight2	UpdateTextField	x																			Hopewell_2016_Dashboard_Study	Mr.Gill_period3				Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:57:44.962 CEST	a9324590db0979b21607a2df7b26b730									2016-06-09 12:48:13.285 UTC			
25	All Data	1030c005cf7d0f2c6e4c2688e360036c	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:17	US/Eastern	4	ATTEMPT	tutor-performed	RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	solveRight2 UpdateTextField	1	1	Correct	solve3Group	SetVisible	TRUE					Combine_constant_terms	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	write-right	nil	Combine_constant_terms,LDashb,0.63	Stu_8c5c693429a65e067f8a60df7f0a2da0		T8189679d-0d95-42ef-b05f-91378b1b9ce0	nil	5 = x	5 = x	0|1|1|1|0|0|0|0|0|0|0|1	5 = _____	5 = 4 - 4 + x	nil	[solveRight2][UpdateTextField]	2016-06-09 12:48:17.517 UTC	add -4 both	c|+|l|1	2016-06-09 12:48:18.094 UTC
26	All Data	30aad9e0bf82dd9126f6a01556d8e87c	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:18	US/Eastern	1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	1	2016-06-09 08:45:58	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1					MAIN::done		MAIN::record-pre-state								Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:57:45.074 CEST	a41bccc31fa639178a5162a0ce2dbd04	nil	nil	nil	0|1|1|0|0|0|0|0|0|0|0|0	_____ = _____	5 = x	nil	[done][ButtonPressed]	2016-06-09 12:48:18.113 UTC	nil	nil	2016-06-09 12:48:25.043 UTC
27	All Data	620b692fd4644e4cd1c7f863e157e8b8	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:29	US/Eastern	0	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	2	2016-06-09 08:48:29	solveRight1 UpdateTextField	1	0	InCorrect	solveRight1	UpdateTextField	5 -3					Add/subtract_constant_from_both_sides	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.27	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:57:59.864 CEST	fc4e131b84ed4b8b29bf43ff100a1001	nil	nil	nil	nil	nil	nil	nil	[solveRight1][UpdateTextField]	2016-06-09 12:48:29.750 UTC	nil	nil	2016-06-09 12:48:39.947 UTC
28	All Data	a8300cae9d6248c45e2e7feb22b923fe	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:40	US/Eastern	11	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	2	2016-06-09 08:48:29	solveLeft1 UpdateTextField	1	0	InCorrect	solveLeft1	UpdateTextField	3 - 3 + x					Add/subtract_constant_from_both_sides	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:58:16.453 CEST	47610a74e5091765ffb121c8c2e4d67c	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 12:48:40.016 UTC	nil	nil	2016-06-09 12:48:49.194 UTC
29	All Data	79b5e2a0bec3d13cb972ed46eed937cb	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:50	US/Eastern	10	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	2	2016-06-09 08:48:29	solveLeft1 UpdateTextField	2	0	InCorrect	solveLeft2	UpdateTextField	x					Add/subtract_constant_from_both_sides	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:58:23.593 CEST	bfd4ff5721c81aadf7cc2139b2066c55	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 12:48:50.199 UTC	nil	nil	2016-06-09 12:48:56.555 UTC
30	All Data	362927c183704316233b41b65b016da1	Stu_12af968e2e67bb6abda5adf0d729f660	Sb32e93729c4919c526c4536ee477c88e	2016-06-09 08:48:56	US/Eastern	6	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	9=4 x	2	2016-06-09 08:48:29	solveLeft1 UpdateTextField	3	0	InCorrect	solveRight2	UpdateTextField	2					Add/subtract_constant_from_both_sides	LDashb									Single-KC				Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil	Add/subtrac..._both_sides,LDashb,0.25	Stu_8c5c693429a65e067f8a60df7f0a2da0	2016-05-04 15:58:29.676 CEST	4a83986d85470ed842d2bc5753b84c9b	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-09 12:48:56.725 UTC	nil	nil	2016-06-09 12:49:02.227 UTC
