Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Completion History)	CF (act)	CF (knowledge-trace)	CF (pKnowValues)	CF (postEqStu)	CF (postEqSys)	CF (preEqProps)	CF (preEqStu)	CF (preEqSys)	CF (step_id)	CF (tool_event_time)	CF (transf)	CF (transfProps)	CF (tutor_event_time)
12	All Data	931a06d62e74cb8bc5ab476d621ac7d2	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:35:01	America/New_York	13	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	solveLeft1 UpdateTextField	1	0	INCORRECT	solveLeft1	UpdateTextField	7x					Divide_both_sides_by_the_variable_coefficient	LDashb_Test			Single-KC		KC324		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil	Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:35:01.285 UTC	nil	nil	2016-05-04 14:35:01.554 UTC
13	All Data	55234a48c056726aa3f7c08bb3748e5f	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:35:11	America/New_York	10	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	solveRight1 UpdateTextField	1	0	INCORRECT	solveRight1	UpdateTextField	21-21					Divide_both_sides_by_the_variable_coefficient	LDashb_Test			Single-KC		KC618		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil	Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23	nil	nil	nil	nil	nil	nil	[solveRight1][UpdateTextField]	2016-05-04 14:35:11.837 UTC	nil	nil	2016-05-04 14:35:12.213 UTC
14	All Data	a813eb35d75800b67fdd5b4817e8e352	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:35:31	America/New_York	20	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	solveRight1 UpdateTextField	2	0	INCORRECT	solveRight1	UpdateTextField	21					Divide_both_sides_by_the_variable_coefficient	LDashb_Test			Single-KC		KC618		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil	Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23	nil	nil	nil	nil	nil	nil	[solveRight1][UpdateTextField]	2016-05-04 14:35:31.289 UTC	nil	nil	2016-05-04 14:35:31.607 UTC
15	All Data	c7c6652a763c4769e18f61aead4994a3	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:35:38	America/New_York	7	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	solveLeft1 UpdateTextField	2	0	INCORRECT	solveLeft1	UpdateTextField	7x					Divide_both_sides_by_the_variable_coefficient	LDashb_Test			Single-KC		KC324		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil	Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23;Divide_both...coefficient,LDashb_Test,0.23	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:35:38.433 UTC	nil	nil	2016-05-04 14:35:38.700 UTC
16	All Data	cedd6246c23bacf31d7d2783a50163c4	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:35:46	America/New_York	8	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	solveLeft1 UpdateTextField	3	1	CORRECT	solveLeft1	UpdateTextField	x					Compute_quotient_for_variable_coefficient	LDashb_Test	Divide_both_sides_by_the_variable_coefficient	LDashb_Test	Single-KC		KC324		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	write-left	Divide_both...coefficient,LDashb_Test,1.00;Divide_both...coefficient,LDashb_Test,1.00;Divide_both...coefficient,LDashb_Test,1.00;Divide_both...coefficient,LDashb_Test,1.00;Divide_both...coefficient,LDashb_Test,1.00;Divide_both...coefficient,LDashb_Test,1.00;Divide_both...coefficient,LDashb_Test,1.00;Divide_both...coefficient,LDashb_Test,1.00;Compute_quo...coefficient,LDashb_Test,1.00;Compute_quo...coefficient,LDashb_Test,1.00;Compute_quo...coefficient,LDashb_Test,1.00;Compute_quo...coefficient,LDashb_Test,1.00;Compute_quo...coefficient,LDashb_Test,1.00;Compute_quo...coefficient,LDashb_Test,1.00;Compute_quo...coefficient,LDashb_Test,1.00	nil	x = _____	x = 21/7	1|0|0|1|0|0|0|0|0|0|0|0	_____ = _____	7x = 21	[solveLeft1][UpdateTextField]	2016-05-04 14:35:46.820 UTC	divide 7 both		2016-05-04 14:35:46.971 UTC
17	All Data	56386dddc80ffb6233cba625fa1b429c	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:35:56	America/New_York	5	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	solveRight1 UpdateTextField	3	1	CORRECT	solveRight1	UpdateTextField	3					Compute_quotient_for_constant	LDashb_Test			Single-KC		KC618		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	write-right	Compute_quo...or_constant,LDashb_Test,1.00;Compute_quo...or_constant,LDashb_Test,1.00;Compute_quo...or_constant,LDashb_Test,1.00;Compute_quo...or_constant,LDashb_Test,1.00;Compute_quo...or_constant,LDashb_Test,1.00;Compute_quo...or_constant,LDashb_Test,1.00;Compute_quo...or_constant,LDashb_Test,1.00	nil	x = 3	x = 3	1|0|0|0|0|0|0|0|0|0|0|0	x = _____	x = 21/7	[solveRight1][UpdateTextField]	2016-05-04 14:35:56.484 UTC	divide 7 both		2016-05-04 14:35:56.652 UTC
18	All Data	7b4f98811e65dd9e7bdfd5901ffbd1da	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:35:56	America/New_York	5	ATTEMPT	tutor-performed			ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48					solve2Group	SetVisible	TRUE													Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4											2016-05-04 14:35:56.605 UTC			
19	All Data	328f98c18c1789d6137ceba80e3d8097	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:36:01	America/New_York	5	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	null	1	0	INCORRECT	solveLeft1	UpdateTextField	7x									Single-KC		KC1051		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil		2016-05-04 14:36:01.42 UTC	nil	nil	2016-05-04 14:36:01.257 UTC
20	All Data	56cfce7a5e55d4ac009a66dfd329645e	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:36:03	America/New_York	2	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	null	2	0	INCORRECT	solveRight1	UpdateTextField	21									Single-KC		KC1051		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil		2016-05-04 14:36:03.958 UTC	nil	nil	2016-05-04 14:36:04.171 UTC
21	All Data	21cb9dd9fa877cda9d48ffb4f6f0330a	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:36:15	America/New_York	12	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	null	3	0	INCORRECT	solveLeft2	UpdateTextField	x									Single-KC		KC1051		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil		2016-05-04 14:36:15.504 UTC	nil	nil	2016-05-04 14:36:15.693 UTC
22	All Data	e35d80a63c07e4ee17126999b58378e8	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:36:20	America/New_York	5	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	null	4	1	INCORRECT	solveRight2	UpdateTextField	3									Single-KC		KC1051		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil		2016-05-04 14:36:20.740 UTC	nil	nil	2016-05-04 14:36:20.926 UTC
23	All Data	003b28f99f58ca96777ba4b3f6cf8550	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:36:21	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=21	1	2016-05-04 10:34:48	done ButtonPressed	1	1	CORRECT	done	ButtonPressed	-1									Single-KC		KC193		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,0,0,0,0,0,1,0	nil		nil	nil	nil	1|0|0|1|0|0|0|0|0|0|0|0	_____ = _____	x = 3	[done][ButtonPressed]	2016-05-04 14:36:21.973 UTC	nil	nil	2016-05-04 14:36:22.135 UTC
24	All Data	f34b85c823606657d3a1f880be0849a0	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:36:52	America/New_York	28	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=5x 14	1	2016-05-04 10:36:24	solveRight1 UpdateTextField	1	1	CORRECT	solveRight1	UpdateTextField	5x+14-5x					Add/subtract_variable_from_both_sides	LDashb_Test			Single-KC		KC1315		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,1,0,0,0,0,1,0	write-intermediate-right	Add/subtrac..._both_sides,LDashb_Test,0.99;Add/subtrac..._both_sides,LDashb_Test,0.99;Add/subtrac..._both_sides,LDashb_Test,0.99	nil	_____ = 5x+14-5x	7x - 5x = 5x - 5x + 14	1|1|0|1|0|0|0|0|0|0|0|0	_____ = _____	7x = 5x + 14	[solveRight1][UpdateTextField]	2016-05-04 14:36:52.199 UTC	add -5x both	v|+|l|1	2016-05-04 14:36:52.401 UTC
25	All Data	0d696c5fbffce58e4525650084915e88	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:36:53	America/New_York	1	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=5x 14	1	2016-05-04 10:36:24	solveLeft1 UpdateTextField	1	0	INCORRECT	solveRight2	UpdateTextField	14									Single-KC		KC1329		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,1,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:36:53.825 UTC	nil	nil	2016-05-04 14:36:54.101 UTC
26	All Data	57a60d2ab2cc7cf60d3dabb58e1dc781	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:36:56	America/New_York	3	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=5x 14	1	2016-05-04 10:36:24	solveLeft1 UpdateTextField	2	0	INCORRECT	solveLeft1	UpdateTextField	7x									Single-KC		KC1329		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,1,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-05-04 14:36:56.199 UTC	nil	nil	2016-05-04 14:36:56.453 UTC
27	All Data	3f2ed71bd1b6ad4566153149a7064624	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:37:14	America/New_York	18	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=5x 14	1	2016-05-04 10:36:24	solveLeft1 UpdateTextField	3	1	CORRECT	solveLeft1	UpdateTextField	7x-5x									Single-KC		KC1329		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,1,0,0,0,0,1,0	write-intermediate-left		nil	7x-5x = 5x+14-5x	7x - 5x = 5x - 5x + 14	1|1|0|1|0|0|0|0|1|1|0|0	_____ = 5x+14-5x	7x - 5x = 5x - 5x + 14	[solveLeft1][UpdateTextField]	2016-05-04 14:37:14.266 UTC	add -5x both	v|+|l|1	2016-05-04 14:37:14.471 UTC
28	All Data	08c17d2bcd69018b1d1ed01850f85daa	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:37:19	America/New_York	5	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=5x 14	1	2016-05-04 10:36:24	postExplOp1 UpdateComboBox	1	0	INCORRECT	solveLeft2	UpdateTextField	2x									Single-KC		KC38		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,1,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil	[postExplOp1][UpdateComboBox]	2016-05-04 14:37:19.818 UTC	nil	nil	2016-05-04 14:37:20.8 UTC
29	All Data	c8fc9439ef61a1d538995ec08738a34f	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:37:21	America/New_York	2	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=5x 14	1	2016-05-04 10:36:24	postExplOp1 UpdateComboBox	2	0	INCORRECT	solveLeft3	UpdateTextField	x									Single-KC		KC38		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,1,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil	[postExplOp1][UpdateComboBox]	2016-05-04 14:37:21.765 UTC	nil	nil	2016-05-04 14:37:21.955 UTC
30	All Data	4fe6e49a93e4fc6f6d629dc739327335	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:37:24	America/New_York	3	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=5x 14	1	2016-05-04 10:36:24	postExplOp1 UpdateComboBox	3	0	INCORRECT	solveRight3	UpdateTextField	7									Single-KC		KC38		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,1,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil	[postExplOp1][UpdateComboBox]	2016-05-04 14:37:24.250 UTC	nil	nil	2016-05-04 14:37:24.425 UTC
31	All Data	d12a58a13f0d31641caf2bc474e4ef94	Stu_2cc0a7f78696915b51f36bc0c45835d3	S79a5570bccd0408df28ecd0e68448a96	2016-05-04 10:37:26	America/New_York	2	ATTEMPT		RESULT		ShowWhatYouAlreadyKnow_Yellow	ProblemSetDashboardTest_3	7x=5x 14	1	2016-05-04 10:36:24	postExplOp1 UpdateComboBox	4	1	INCORRECT	done	ButtonPressed	-1	You are not done yet with this problem. You need to have x by itself.								Single-KC		KC38		Hopewell_2016_Dashboard_Study	Mr.Mawhinney_period4	0,0,1,0,0,0,0,1,0	nil		nil	nil	nil	nil	nil	nil	[postExplOp1][UpdateComboBox]	2016-05-04 14:37:26.89 UTC	nil	nil	2016-05-04 14:37:26.813 UTC
