Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (act)	CF (curEqAbstr)	CF (knowledge-trace)	CF (orig_stu_id)	CF (orig_time)	CF (orig_trans_id)	CF (pKnowValues)	CF (postEqStu)	CF (postEqSys)	CF (preEqProps)	CF (preEqStu)	CF (preEqSys)	CF (prevRowEqAbstr)	CF (step_id)	CF (tool_event_time)	CF (transf)	CF (transfProps)	CF (tutor_event_time)
11	All Data	e5cdd4b18fc21412e2492dadf466f51c	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:03	US/Eastern	0.333	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	9	0	InCorrect	solveRight3	UpdateTextField	-					MAIN::focus-left		MAIN::record-pre-state		MAIN::write-intermediate-left						Single-KC		KC95		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:08:30.928 CEST	0dfc817bdb7c46bb4fa0df8ad8c5a003	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-01 12:10:03.497 UTC	nil	nil	2016-06-01 12:10:03.833 UTC
12	All Data	54e56219cbc693a6e047d8ef74123ace	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:03	US/Eastern	0.333	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	10	0	InCorrect	solveLeft3	UpdateTextField	x					MAIN::focus-left		MAIN::record-pre-state		MAIN::write-intermediate-left						Single-KC		KC95		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:08:27.980 CEST	cacdeb1297bb903631cb33ee82a6ed0e	nil	nil	nil	nil	nil	nil	nil	[solveLeft1][UpdateTextField]	2016-06-01 12:10:03.111 UTC	nil	nil	2016-06-01 12:10:03.490 UTC
13	All Data	b89f91b96f3947fc6ff24e8bc7299adc	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:04	US/Eastern	0.167	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	11	0	InCorrect	solveLeft1	UpdateTextField	x					unnamed										Single-KC		KC95		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:22.899 CEST	c83fa33c90f8983dfd10142059ee8fef	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:04.949 UTC	nil	nil	2016-06-01 12:10:05.058 UTC
14	All Data	2d601d38d9dc381875b603118fb403fa	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:04	US/Eastern	0.167	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	done ButtonPressed	1	0	Correct	done	ButtonPressed	-1					MAIN::done		MAIN::record-pre-state								Single-KC		KC31		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:12.413 CEST	17249c1057246be2cd413e4147e26ee4	nil	nil	nil	1|0|0|1|0|0|0|0|0|0|0|0	_____ = _____	x = 2	nil	[done][ButtonPressed]	2016-06-01 12:10:04.892 UTC	nil	nil	2016-06-01 12:10:04.932 UTC
15	All Data	3e51cd3d29ca3e1da89983a7ce3e746e	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:04	US/Eastern	0.167	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight1 UpdateTextField	3	0	InCorrect	solveRight1	UpdateTextField	x					unnamed										Single-KC		KC20		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:12.382 CEST	4e9134ab539cf16016d3f50697e223ef	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:04.673 UTC	nil	nil	2016-06-01 12:10:04.887 UTC
16	All Data	b9640882ee1c3a41c18e1dba3a8e8372	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:04	US/Eastern	0.167	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	12	0	InCorrect	solveLeft1	UpdateTextField	5					unnamed										Single-KC		KC95		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:10.328 CEST	8e4a479551feff8d409a7c102ac85ae2	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:04.457 UTC	nil	nil	2016-06-01 12:10:04.667 UTC
17	All Data	e8191f4c333c28e3923097ce2fb32469	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:04	US/Eastern	0.167	ATTEMPT	tutor-performed	RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	13	0	Correct	solve2Group	SetVisible	TRUE					Combine_constant_terms	LDashb									Single-KC		KC95		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	write-left	nil	Combine_constant_terms,LDashb,0.89	Stu_fba3a41d2233274eb1d5fe48073abd3f		Tdaf1e631-900e-4f44-8dc6-112a087ac6c3	nil	x = 2	x = 2	1|0|1|1|0|0|0|0|0|0|1|0	_____ = 2	x + 3 - 3 = 2	nil	[solveLeft1][UpdateTextField]	2016-06-01 12:10:04.452 UTC	add -3 both	c|+|r|1	2016-06-01 12:10:04.453 UTC
18	All Data	dc23aa9c79502cc570ea622e9dfcaaa8	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:04	US/Eastern	0.167	ATTEMPT				Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56					solveLeft1	UpdateTextField	x																			Hopewell_2016_Dashboard_Study	Mr.Gill_period3				Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:01.881 CEST	dc671dc8ab14e582d5991e8fdb8e5519									2016-06-01 12:10:04.390 UTC			
19	All Data	e0f0a484f07607b1a344fc89ae5c853c	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	15	0	InCorrect	solveLeft1	UpdateTextField	x					unnamed										Single-KC		KC95		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:38.754 CEST	322a72691303edf92b86cee0348c9611	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:05.382 UTC	nil	nil	2016-06-01 12:10:05.451 UTC
20	All Data	96456e0afda6139c68ac7cbefb901bb2	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	done ButtonPressed	2	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC31		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:10:39.004 CEST	6ee8bd5f8cca058e885f453d0d9dba15	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:10:05.928 UTC	nil	nil	2016-06-01 12:10:05.975 UTC
21	All Data	2b8cb0eebd8203bfa025fe9fd3c326ca	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	done ButtonPressed	3	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC31		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:10:16.627 CEST	8bd2607295315f17c413cbd80f58356a	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:10:05.729 UTC	nil	nil	2016-06-01 12:10:05.760 UTC
22	All Data	2669ac38475e7a147ec4cef3a26ee720	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	done ButtonPressed	4	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC31		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:38.821 CEST	27d5b9a0d1e756201590decd6c031132	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:10:05.468 UTC	nil	nil	2016-06-01 12:10:05.511 UTC
23	All Data	d37f147286a1c09da734b3d3652f06cc	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	done ButtonPressed	5	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC31		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:26.063 CEST	1be437100570ae8b2e39ce25d568b982	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:10:05.076 UTC	nil	nil	2016-06-01 12:10:05.111 UTC
24	All Data	d06b631907d345e7aa90346610290421	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight2 UpdateTextField	1	0	InCorrect	solveRight2	UpdateTextField	x					unnamed										Single-KC		KC90		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:10:38.927 CEST	54060f55368d93c82613539329cb86db	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:05.849 UTC	nil	nil	2016-06-01 12:10:05.927 UTC
25	All Data	ced71c9156ae57d62a0b12137c2e5041	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft2 UpdateTextField	1	0	InCorrect	solveLeft2	UpdateTextField	-1					unnamed										Single-KC		KC54		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:10:37.044 CEST	2cf6576fa35bdd26220c6a2a24eb0cec	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:05.764 UTC	nil	nil	2016-06-01 12:10:05.846 UTC
26	All Data	6c24e638da21ec647a27408a54ae8078	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight1 UpdateTextField	4	0	InCorrect	solveRight1	UpdateTextField	-x					unnamed										Single-KC		KC20		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:10:16.533 CEST	3587296b845d3ca8f722c5924a0fc194	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:05.611 UTC	nil	nil	2016-06-01 12:10:05.717 UTC
27	All Data	de94fdcb3e67986e190783325492464d	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	14	0	InCorrect	solveLeft1	UpdateTextField	-1					unnamed										Single-KC		KC95		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:10:02.997 CEST	379e2e6082d6abcf974841f184a33c8a	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:05.522 UTC	nil	nil	2016-06-01 12:10:05.608 UTC
28	All Data	1c8289c08ef1f601e0b56098825f386f	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight1 UpdateTextField	5	0	InCorrect	solveRight1	UpdateTextField	4					unnamed										Single-KC		KC20		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:37.081 CEST	acdac75e9a8342054cdd8dfd96dc371f	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:05.240 UTC	nil	nil	2016-06-01 12:10:05.364 UTC
29	All Data	b787fd756949dd4cfe57a28789f8b276	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:05	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight1 UpdateTextField	6	0	InCorrect	solveRight1	UpdateTextField	-5					unnamed										Single-KC		KC20		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:09:26.063 CEST	52ae3862937b79b92069ef0bf94c4033	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:05.131 UTC	nil	nil	2016-06-01 12:10:05.225 UTC
30	All Data	880d29f234336fdf1a1768561a464eb7	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:06	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	solveRight1 UpdateTextField	7	0	InCorrect	solveRight1	UpdateTextField	8					unnamed										Single-KC		KC20		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:11:48.456 CEST	2580f1fc88da220bbf2d2eef4fe7928b	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:10:06.626 UTC	nil	nil	2016-06-01 12:10:06.770 UTC
31	All Data	2c03eb5a8f629e4f81035406798ab143	Stu_05d7bd392f5e0fed7e3a6230146d4632	S92abb256ddc60a7a0bdea9d0671c0b68	2016-06-01 08:10:06	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 3=5	1	2016-06-01 08:09:56	done ButtonPressed	6	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC31		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_fba3a41d2233274eb1d5fe48073abd3f	2016-05-04 16:11:25.814 CEST	6ab4da598b1f3def1ea61a3dbef3e47d	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:10:06.552 UTC	nil	nil	2016-06-01 12:10:06.625 UTC
